"행정구역","2023년12월_계_총인구수","2023년12월_계_연령구간인구수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상"
"전라남도 목포시 유달동(4611066000)","3,930","3,930","102","196","328","291","478","684","782","656","373","37","3"
"전라남도 목포시 죽교동(4611069500)","2,787","2,787","79","200","248","178","333","461","560","438","258","31","1"
"전라남도 목포시 북항동(4611070500)","8,740","8,740","464","916","981","803","1,298","1,510","1,503","818","405","41","1"
"전라남도 목포시 용해동(4611074500)","16,472","16,472","1,160","2,320","1,890","1,591","3,012","2,701","2,023","1,147","545","83","0"
"전라남도 목포시 이로동(4611075000)","10,309","10,309","729","1,397","1,056","946","1,750","1,567","1,525","882","398","57","2"
"전라남도 목포시 상동(4611075600)","21,110","21,110","1,568","2,189","2,315","2,299","3,386","3,716","3,130","1,672","722","109","4"
"전라남도 목포시 하당동(4611075700)","14,096","14,096","886","1,375","2,367","1,868","2,440","2,510","1,639","656","311","41","3"
"전라남도 목포시 신흥동(4611075800)","16,101","16,101","941","1,763","2,237","1,791","2,528","3,051","2,358","917","456","58","1"
"전라남도 목포시 삼향동(4611078000)","4,496","4,496","260","452","493","423","722","778","732","409","189","37","1"
"전라남도 목포시 옥암동(4611079000)","10,937","10,937","809","1,524","1,359","1,212","1,934","1,921","1,288","579","276","35","0"
"전라남도 목포시 부흥동(4611080000)","8,191","8,191","474","789","1,141","921","1,341","1,574","1,176","485","255","34","1"
"전라남도 목포시 부주동(4611081000)","22,696","22,696","2,001","3,645","2,895","2,400","4,558","4,030","2,109","759","252","46","1"
"전라남도 여수시 (4613000000)","271,696","271,696","17,081","24,643","29,965","28,128","38,658","47,483","44,924","26,101","12,770","1,881","62"
"전라남도 여수시 돌산읍(4613025000)","2,427","2,427","35","65","120","99","179","377","629","517","347","56","3"
"전라남도 여수시 돌산읍우두출장소(4613025100)","8,078","8,078","347","641","620","630","1,134","1,397","1,611","1,076","536","85","1"
"전라남도 여수시 돌산읍죽포출장소(4613025200)","1,827","1,827","27","47","116","63","112","290","480","396","241","52","3"
"전라남도 여수시 소라면(4613031000)","21,844","21,844","1,918","2,267","2,259","2,525","3,410","3,800","3,219","1,451","852","135","8"
"전라남도 여수시 율촌면(4613032000)","5,879","5,879","174","298","352","351","639","953","1,295","997","685","131","4"
"전라남도 여수시 화양면(4613033000)","6,140","6,140","109","226","438","296","489","1,125","1,489","1,091","735","139","3"
"전라남도 여수시 남면(4613034000)","2,698","2,698","39","106","109","97","199","424","694","597","375","56","2"
"전라남도 여수시 화정면(4613035000)","1,293","1,293","6","22","51","43","84","178","336","290","242","40","1"
"전라남도 여수시 화정면개도출장소(4613035600)","766","766","9","33","28","23","50","146","181","167","110","19","0"
"전라남도 여수시 삼산면(4613036000)","1,988","1,988","37","83","107","98","198","398","549","321","168","27","2"
"전라남도 여수시 동문동(4613051500)","4,163","4,163","137","283","346","350","492","589","856","759","309","41","1"
"전라남도 여수시 한려동(4613053500)","2,760","2,760","66","146","279","252","292","423","515","522","235","29","1"
"전라남도 여수시 중앙동(4613057000)","3,873","3,873","102","219","281","272","457","626","867","724","296","29","0"
"전라남도 여수시 충무동(4613060000)","3,563","3,563","67","171","291","230","336","578","760","723","365","40","2"
"전라남도 여수시 광림동(4613062500)","5,521","5,521","128","272","494","429","628","902","1,237","967","413","50","1"
"전라남도 여수시 서강동(4613063500)","3,809","3,809","132","190","427","330","448","534","815","603","281","49","0"
"전라남도 여수시 대교동(4613065500)","4,739","4,739","116","199","352","332","489","746","1,082","914","454","54","1"
"전라남도 여수시 국동(4613067000)","10,410","10,410","475","829","914","923","1,325","1,726","2,197","1,371","594","52","4"
"전라남도 여수시 월호동(4613068500)","7,187","7,187","433","618","671","682","967","1,137","1,438","870","340","30","1"
"전라남도 여수시 여서동(4613070000)","16,493","16,493","753","1,465","1,958","1,549","2,239","2,916","3,210","1,566","737","100","0"
"전라남도 여수시 문수동(4613071000)","19,274","19,274","1,308","2,021","2,175","1,960","3,081","3,348","2,903","1,670","699","105","4"
"전라남도 여수시 미평동(4613073000)","11,289","11,289","499","956","1,644","1,070","1,520","2,176","1,899","1,002","470","52","1"
"전라남도 여수시 둔덕동(4613074000)","9,571","9,571","517","992","1,323","901","1,340","1,952","1,536","736","246","28","0"
"전라남도 여수시 만덕동(4613076500)","10,240","10,240","849","992","970","1,155","1,580","1,517","1,636","1,011","465","63","2"
"전라남도 여수시 쌍봉동(4613078000)","31,785","31,785","2,194","3,487","4,592","3,884","4,889","6,094","4,130","1,727","686","97","5"
"전라남도 여수시 시전동(4613079000)","43,294","43,294","5,014","5,161","5,115","6,399","7,603","7,120","4,469","1,643","662","104","4"
"전라남도 여수시 여천동(4613080000)","19,801","19,801","853","1,619","2,766","2,088","2,708","4,144","3,392","1,441","672","110","8"
"전라남도 여수시 주삼동(4613081000)","7,776","7,776","688","1,096","864","910","1,507","1,224","759","470","218","40","0"
"전라남도 여수시 삼일동(4613082000)","2,093","2,093","36","86","208","137","176","417","502","304","193","34","0"
"전라남도 여수시 묘도동(4613083000)","1,115","1,115","13","53","95","50","87","226","238","175","144","34","0"
"전라남도 순천시 (4615000000)","278,137","278,137","20,198","28,668","33,557","32,076","40,476","49,124","40,507","19,932","11,671","1,879","49"
"전라남도 순천시 승주읍(4615025000)","2,503","2,503","41","79","133","120","154","408","660","414","424","70","0"
"전라남도 순천시 해룡면(4615031000)","4,251","4,251","83","160","295","234","332","817","1,007","693","520","109","1"
"전라남도 순천시 해룡면상삼출장소(4615031500)","18,885","18,885","1,351","2,339","2,995","2,398","3,050","3,982","1,878","537","306","47","2"
"전라남도 순천시 해룡면신대출장소(4615031600)","33,072","33,072","5,120","5,454","3,160","5,678","7,279","4,046","1,665","462","164","44","0"
"전라남도 순천시 서면(4615032000)","15,432","15,432","1,220","1,323","1,472","2,084","2,115","2,608","2,421","1,301","764","122","2"
"전라남도 순천시 황전면(4615033000)","2,742","2,742","27","78","108","90","162","421","683","601","489","81","2"
"전라남도 순천시 월등면(4615034000)","1,675","1,675","27","42","83","70","108","272","462","314","255","42","0"
"전라남도 순천시 주암면(4615035000)","2,929","2,929","42","95","137","112","167","436","777","555","512","93","3"
"전라남도 순천시 송광면(4615036000)","1,407","1,407","6","28","39","48","101","246","358","268","272","40","1"
"전라남도 순천시 외서면(4615037000)","791","791","12","26","34","29","38","121","200","150","153","28","0"
"전라남도 순천시 낙안면(4615038000)","2,960","2,960","56","123","146","117","181","449","771","595","449","68","5"
"전라남도 순천시 별량면(4615039000)","5,276","5,276","95","229","330","249","399","892","1,259","893","788","139","3"
"전라남도 순천시 상사면(4615040000)","2,809","2,809","55","114","243","153","202","539","710","392","339","58","4"
"전라남도 순천시 향동(4615051500)","3,280","3,280","103","233","277","230","340","477","680","580","318","41","1"
"전라남도 순천시 매곡동(4615054000)","6,472","6,472","428","496","1,031","761","758","944","922","675","414","43","0"
"전라남도 순천시 삼산동(4615055000)","29,210","29,210","2,243","2,922","4,188","3,735","4,140","4,924","4,226","1,882","788","159","3"
"전라남도 순천시 조곡동(4615056000)","7,227","7,227","473","636","788","903","980","1,255","1,183","619","340","48","2"
"전라남도 순천시 덕연동(4615057000)","41,170","41,170","2,450","4,606","5,640","4,281","6,042","8,184","6,413","2,385","1,002","164","3"
"전라남도 순천시 풍덕동(4615058000)","7,011","7,011","258","490","726","619","828","1,139","1,435","944","517","55","0"
"전라남도 순천시 남제동(4615059000)","7,948","7,948","244","537","797","682","856","1,435","1,655","1,143","535","62","2"
"전라남도 순천시 저전동(4615060000)","2,608","2,608","92","154","243","231","267","395","523","427","252","23","1"
"전라남도 순천시 장천동(4615061000)","1,940","1,940","35","63","202","147","211","349","464","302","140","25","2"
"전라남도 순천시 중앙동(4615062000)","2,658","2,658","72","144","272","258","295","472","559","370","187","29","0"
"전라남도 순천시 도사동(4615063500)","17,382","17,382","1,556","1,809","1,787","1,996","2,766","2,972","2,540","1,161","673","116","6"
"전라남도 순천시 왕조1동(4615066100)","38,878","38,878","2,898","4,368","5,672","4,749","5,986","7,589","4,970","1,685","825","130","6"
"전라남도 순천시 왕조2동(4615066500)","17,621","17,621","1,211","2,120","2,759","2,102","2,719","3,752","2,086","584","245","43","0"
"전라남도 나주시 (4617000000)","117,377","117,377","8,994","10,111","11,390","14,165","17,039","17,538","18,239","11,190","7,475","1,198","38"
"전라남도 나주시 남평읍(4617025000)","11,817","11,817","904","873","926","1,323","1,724","1,918","2,161","1,199","676","109","4"
"전라남도 나주시 세지면(4617031000)","2,418","2,418","19","103","169","99","192","389","584","455","342","64","2"
"전라남도 나주시 왕곡면(4617032000)","2,696","2,696","48","87","204","135","211","476","654","440","376","65","0"
"전라남도 나주시 반남면(4617033000)","1,295","1,295","19","27","61","61","96","211","321","246","215","38","0"
"전라남도 나주시 공산면(4617034000)","2,172","2,172","57","124","109","98","180","341","515","381","330","33","4"
"전라남도 나주시 동강면(4617035000)","2,303","2,303","35","70","130","86","160","358","568","453","368","74","1"
"전라남도 나주시 다시면(4617036000)","3,388","3,388","41","132","173","185","263","550","879","604","490","67","4"
"전라남도 나주시 문평면(4617037000)","1,816","1,816","21","42","80","78","118","286","510","297","326","55","3"
"전라남도 나주시 노안면(4617038000)","4,308","4,308","63","124","258","210","304","759","1,154","752","567","114","3"
"전라남도 나주시 금천면(4617039000)","6,751","6,751","406","426","698","924","867","1,037","1,148","716","469","59","1"
"전라남도 나주시 산포면(4617040000)","3,153","3,153","46","115","221","195","289","578","774","518","363","52","2"
"전라남도 나주시 다도면(4617042000)","1,778","1,778","18","64","82","84","119","318","487","305","261","39","1"
"전라남도 나주시 봉황면(4617043000)","3,928","3,928","54","131","250","175","290","606","1,042","740","554","81","5"
"전라남도 나주시 송월동(4617051000)","7,902","7,902","506","781","1,168","988","1,189","1,399","980","528","312","50","1"
"전라남도 나주시 영강동(4617052000)","2,598","2,598","101","165","280","260","330","474","494","298","165","31","0"
"전라남도 나주시 금남동(4617054000)","4,543","4,543","178","281","455","322","463","820","889","676","410","49","0"
"전라남도 나주시 성북동(4617055000)","8,426","8,426","511","900","1,208","756","1,239","1,425","1,229","711","375","71","1"
"전라남도 나주시 영산동(4617058000)","2,889","2,889","61","149","198","160","274","481","650","496","355","64","1"
"전라남도 나주시 이창동(4617060000)","3,293","3,293","100","175","351","272","384","554","688","475","248","45","1"
"전라남도 나주시 빛가람동(4617062000)","39,903","39,903","5,806","5,342","4,369","7,754","8,347","4,558","2,512","900","273","38","4"
"전라남도 광양시 (4623000000)","152,666","152,666","11,427","15,663","17,976","18,305","22,862","30,143","21,190","9,025","5,146","898","31"
"전라남도 광양시 광양읍(4623025000)","47,974","47,974","3,413","5,048","5,340","5,186","7,563","8,870","7,205","3,271","1,767","301","10"
"전라남도 광양시 봉강면(4623031000)","2,051","2,051","50","85","167","122","164","388","491","291","238","53","2"
"전라남도 광양시 옥룡면(4623032000)","2,939","2,939","58","104","205","138","206","563","744","462","389","67","3"
"전라남도 광양시 옥곡면(4623033000)","4,908","4,908","244","257","512","493","474","1,115","926","498","332","55","2"
"전라남도 광양시 진상면(4623034000)","2,593","2,593","38","92","138","110","162","497","607","470","404","74","1"
"전라남도 광양시 진월면(4623035000)","2,609","2,609","52","72","149","134","208","396","610","531","375","79","3"
"전라남도 광양시 다압면(4623036000)","1,674","1,674","25","69","88","73","120","292","472","272","231","31","1"
"전라남도 광양시 골약동(4623051500)","7,204","7,204","1,405","547","593","1,886","1,106","679","450","283","205","48","2"
"전라남도 광양시 중마동(4623053000)","57,810","57,810","4,975","7,204","7,770","7,963","10,089","12,083","5,439","1,525","652","105","5"
"전라남도 광양시 광영동(4623054000)","10,838","10,838","562","1,001","1,227","996","1,471","2,618","1,993","638","285","45","2"
"전라남도 광양시 금호동(4623055000)","10,496","10,496","577","1,105","1,644","1,101","1,136","2,338","1,882","565","129","19","0"
"전라남도 광양시 태인동(4623057000)","1,570","1,570","28","79","143","103","163","304","371","219","139","21","0"
"전라남도 담양군 (4671000000)","45,373","45,373","1,973","2,912","3,831","3,355","4,763","7,977","9,429","6,032","4,403","664","34"
"전라남도 담양군 담양읍(4671025000)","15,271","15,271","1,109","1,268","1,558","1,562","1,997","2,509","2,500","1,584","1,018","156","10"
"전라남도 담양군 봉산면(4671031000)","2,626","2,626","91","81","178","173","260","465","610","410","305","53","0"
"전라남도 담양군 고서면(4671032000)","2,975","2,975","71","149","207","187","234","527","751","497","306","45","1"
"전라남도 담양군 가사문학면(4671033500)","1,184","1,184","18","41","72","52","90","237","309","175","158","31","1"
"전라남도 담양군 창평면(4671034000)","3,555","3,555","94","254","244","203","320","631","828","535","395","50","1"
"전라남도 담양군 대덕면(4671035000)","1,877","1,877","40","92","148","106","139","367","484","256","216","27","2"
"전라남도 담양군 무정면(4671036000)","2,397","2,397","55","71","288","135","160","383","554","389","313","48","1"
"전라남도 담양군 금성면(4671037000)","2,458","2,458","47","91","160","126","236","409","599","391","332","61","6"
"전라남도 담양군 용면(4671038000)","1,776","1,776","48","62","119","99","156","328","419","310","207","25","3"
"전라남도 담양군 월산면(4671039000)","2,298","2,298","67","109","128","151","199","424","533","374","276","33","4"
"전라남도 담양군 수북면(4671040000)","4,766","4,766","188","331","424","295","535","920","1,005","569","426","70","3"
"전라남도 담양군 대전면(4671041000)","4,190","4,190","145","363","305","266","437","777","837","542","451","65","2"
"전라남도 곡성군 (4672000000)","26,905","26,905","786","1,644","2,029","1,539","2,588","4,630","5,709","3,942","3,399","624","15"
"전라남도 곡성군 곡성읍(4672025000)","7,552","7,552","350","627","647","565","976","1,262","1,354","955","684","129","3"
"전라남도 곡성군 오곡면(4672031000)","1,789","1,789","39","106","104","73","141","297","403","306","278","42","0"
"전라남도 곡성군 삼기면(4672032000)","1,636","1,636","21","69","85","69","107","271","383","291","278","60","2"
"전라남도 곡성군 석곡면(4672033000)","2,210","2,210","43","94","127","92","171","375","509","362","362","73","2"
"전라남도 곡성군 목사동면(4672034000)","1,327","1,327","13","38","61","60","83","223","338","247","232","32","0"
"전라남도 곡성군 죽곡면(4672035000)","1,860","1,860","37","60","126","90","113","322","459","330","274","47","2"
"전라남도 곡성군 고달면(4672036000)","1,123","1,123","24","36","69","59","68","178","272","189","191","37","0"
"전라남도 곡성군 옥과면(4672037000)","4,049","4,049","151","352","434","287","472","697","765","478","355","54","4"
"전라남도 곡성군 입면(4672038000)","2,315","2,315","52","137","194","104","227","464","465","309","302","60","1"
"전라남도 곡성군 겸면(4672039000)","1,608","1,608","22","75","85","80","126","284","378","256","249","52","1"
"전라남도 곡성군 오산면(4672040000)","1,436","1,436","34","50","97","60","104","257","383","219","194","38","0"
"전라남도 구례군 (4673000000)","24,314","24,314","832","1,608","1,600","1,339","2,388","4,411","5,214","3,592","2,875","447","8"
"전라남도 구례군 구례읍(4673025000)","10,326","10,326","520","927","871","731","1,269","1,876","1,886","1,273","835","137","1"
"전라남도 구례군 문척면(4673031000)","1,267","1,267","33","64","66","49","101","264","311","183","173","21","2"
"전라남도 구례군 간전면(4673032000)","1,404","1,404","28","54","76","56","108","254","325","247","223","32","1"
"전라남도 구례군 토지면(4673033000)","2,460","2,460","42","110","122","100","169","489","679","367","322","59","1"
"전라남도 구례군 마산면(4673034000)","2,494","2,494","63","169","162","114","258","430","552","393","297","55","1"
"전라남도 구례군 광의면(4673035000)","2,154","2,154","49","81","91","98","143","343","501","403","388","56","1"
"전라남도 구례군 용방면(4673036000)","1,351","1,351","30","53","75","72","125","220","277","241","223","34","1"
"전라남도 구례군 산동면(4673037000)","2,858","2,858","67","150","137","119","215","535","683","485","414","53","0"
"전라남도 고흥군 (4677000000)","61,113","61,113","2,052","3,391","3,491","3,162","5,444","9,517","13,458","10,909","8,123","1,513","53"
"전라남도 고흥군 고흥읍(4677025000)","12,443","12,443","863","1,377","1,197","1,127","1,720","2,040","1,961","1,274","736","140","8"
"전라남도 고흥군 도양읍(4677025300)","9,418","9,418","423","638","680","610","1,017","1,617","1,988","1,509","796","135","5"
"전라남도 고흥군 도양읍소록출장소(4677025400)","538","538","18","26","13","24","40","31","64","147","143","31","1"
"전라남도 고흥군 도양읍시산출장소(4677025500)","192","192","0","9","8","8","22","40","35","30","36","4","0"
"전라남도 고흥군 풍양면(4677031000)","2,952","2,952","46","71","92","111","219","414","697","668","525","105","4"
"전라남도 고흥군 도덕면(4677032000)","2,796","2,796","50","97","137","100","177","428","673","546","470","115","3"
"전라남도 고흥군 금산면(4677033000)","4,119","4,119","82","148","187","136","283","621","992","902","659","107","2"
"전라남도 고흥군 도화면(4677034000)","3,652","3,652","77","127","154","133","240","580","874","757","599","101","10"
"전라남도 고흥군 포두면(4677035000)","4,658","4,658","79","187","205","165","336","749","1,070","960","760","144","3"
"전라남도 고흥군 봉래면(4677036000)","1,849","1,849","48","67","78","56","158","262","460","374","296","45","5"
"전라남도 고흥군 점암면(4677037000)","2,597","2,597","34","89","92","85","163","388","668","529","443","105","1"
"전라남도 고흥군 과역면(4677038000)","3,116","3,116","57","107","150","108","205","503","770","592","528","94","2"
"전라남도 고흥군 남양면(4677039000)","2,184","2,184","37","103","71","89","142","313","605","442","309","71","2"
"전라남도 고흥군 동강면(4677040000)","2,974","2,974","83","101","173","141","229","429","727","569","430","89","3"
"전라남도 고흥군 대서면(4677041000)","2,120","2,120","49","59","80","82","126","303","552","420","394","54","1"
"전라남도 고흥군 두원면(4677042000)","2,886","2,886","46","104","94","68","188","402","648","646","581","107","2"
"전라남도 고흥군 영남면(4677044000)","1,222","1,222","35","30","38","56","75","183","287","264","218","35","1"
"전라남도 고흥군 동일면(4677045000)","1,397","1,397","25","51","42","63","104","214","387","280","200","31","0"
"전라남도 보성군 (4678000000)","37,686","37,686","1,253","2,289","2,356","2,051","3,436","6,118","8,068","6,116","5,073","896","30"
"전라남도 보성군 보성읍(4678025000)","8,563","8,563","530","781","750","750","1,034","1,445","1,491","976","684","119","3"
"전라남도 보성군 벌교읍(4678025300)","10,964","10,964","362","739","714","536","1,059","1,755","2,294","1,870","1,387","239","9"
"전라남도 보성군 노동면(4678031000)","1,057","1,057","19","36","50","36","72","167","246","186","203","40","2"
"전라남도 보성군 미력면(4678032000)","1,326","1,326","25","45","74","61","88","229","325","222","219","36","2"
"전라남도 보성군 겸백면(4678033000)","1,100","1,100","21","44","45","40","78","181","230","205","216","38","2"
"전라남도 보성군 율어면(4678034000)","1,127","1,127","18","61","47","42","96","175","246","189","226","27","0"
"전라남도 보성군 복내면(4678035000)","1,545","1,545","30","63","72","59","98","231","385","274","278","54","1"
"전라남도 보성군 문덕면(4678036000)","925","925","23","51","51","33","68","166","213","148","145","27","0"
"전라남도 보성군 조성면(4678037000)","3,452","3,452","87","146","181","147","264","531","768","679","553","90","6"
"전라남도 보성군 득량면(4678038000)","2,578","2,578","35","110","103","101","207","409","636","471","419","83","4"
"전라남도 보성군 득량면예당출장소(4678038500)","1,124","1,124","30","60","64","69","111","179","255","186","147","23","0"
"전라남도 보성군 회천면(4678039000)","2,898","2,898","55","129","150","131","211","499","736","500","412","75","0"
"전라남도 보성군 웅치면(4678040000)","1,027","1,027","18","24","55","46","50","151","243","210","184","45","1"
"전라남도 화순군 (4679000000)","61,254","61,254","2,728","5,099","6,180","4,530","7,074","11,231","11,136","7,073","5,404","781","18"
"전라남도 화순군 화순읍(4679025000)","39,163","39,163","2,274","4,236","4,936","3,454","5,496","7,495","5,663","3,308","2,035","256","10"
"전라남도 화순군 화순읍민원출장소(4679025100)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라남도 화순군 한천면(4679031000)","902","902","14","32","49","44","79","155","210","182","125","12","0"
"전라남도 화순군 한천면영외출장소(4679031500)","411","411","4","13","10","6","35","60","105","89","81","8","0"
"전라남도 화순군 춘양면(4679032000)","1,718","1,718","22","58","88","72","108","286","417","309","296","60","2"
"전라남도 화순군 청풍면(4679033000)","990","990","15","22","38","35","57","168","244","180","192","39","0"
"전라남도 화순군 이양면(4679034000)","1,747","1,747","30","41","93","78","117","274","421","330","302","60","1"
"전라남도 화순군 능주면(4679035000)","3,013","3,013","94","217","222","174","281","465","704","467","336","51","2"
"전라남도 화순군 도곡면(4679036000)","2,775","2,775","71","109","178","156","235","498","688","425","352","61","2"
"전라남도 화순군 도암면(4679037000)","1,382","1,382","27","57","67","53","78","218","347","250","250","35","0"
"전라남도 화순군 이서면(4679038000)","925","925","15","32","44","46","50","162","249","166","143","18","0"
"전라남도 화순군 백아면(4679039500)","1,554","1,554","30","56","65","80","76","247","420","272","270","38","0"
"전라남도 화순군 동복면(4679040000)","1,517","1,517","25","46","83","51","95","258","373","268","274","44","0"
"전라남도 화순군 사평면(4679041500)","2,012","2,012","37","50","104","95","134","355","525","342","325","45","0"
"전라남도 화순군 동면(4679042000)","3,145","3,145","70","130","203","186","233","590","770","485","423","54","1"
"전라남도 장흥군 (4680000000)","35,046","35,046","1,481","2,439","2,492","2,270","3,535","5,881","7,044","5,065","4,102","719","18"
"전라남도 장흥군 장흥읍(4680025000)","14,426","14,426","995","1,507","1,338","1,344","1,921","2,431","2,314","1,458","952","163","3"
"전라남도 장흥군 관산읍(4680025300)","4,587","4,587","112","242","250","213","380","710","1,076","822","657","121","4"
"전라남도 장흥군 대덕읍(4680025600)","3,126","3,126","89","159","191","156","247","545","692","523","450","70","4"
"전라남도 장흥군 용산면(4680031000)","2,192","2,192","69","99","108","112","174","311","523","374","351","71","0"
"전라남도 장흥군 안양면(4680032000)","2,666","2,666","60","112","134","131","233","460","618","475","355","86","2"
"전라남도 장흥군 장동면(4680033000)","1,139","1,139","23","26","55","53","76","171","278","200","220","36","1"
"전라남도 장흥군 장평면(4680034000)","1,996","1,996","27","68","127","86","129","354","436","330","386","52","1"
"전라남도 장흥군 유치면(4680035000)","977","977","9","19","50","31","58","217","277","150","143","22","1"
"전라남도 장흥군 부산면(4680036000)","1,355","1,355","29","58","77","36","102","259","257","228","254","54","1"
"전라남도 장흥군 회진면(4680037000)","2,582","2,582","68","149","162","108","215","423","573","505","334","44","1"
"전라남도 강진군 (4681000000)","32,722","32,722","1,380","2,256","2,360","2,133","3,236","5,265","6,750","4,907","3,771","652","12"
"전라남도 강진군 강진읍(4681025000)","12,975","12,975","821","1,242","1,303","1,119","1,659","2,136","2,224","1,438","892","137","4"
"전라남도 강진군 군동면(4681031000)","4,325","4,325","224","323","303","338","423","703","866","578","478","86","3"
"전라남도 강진군 칠량면(4681032000)","2,124","2,124","41","96","114","86","157","335","518","376","358","42","1"
"전라남도 강진군 대구면(4681033000)","1,060","1,060","27","41","34","49","77","170","249","224","161","28","0"
"전라남도 강진군 도암면(4681034000)","2,359","2,359","42","112","100","92","158","334","572","489","379","80","1"
"전라남도 강진군 신전면(4681035000)","1,669","1,669","36","82","56","56","138","250","414","324","269","43","1"
"전라남도 강진군 성전면(4681036000)","2,635","2,635","58","106","147","143","183","417","635","498","380","68","0"
"전라남도 강진군 작천면(4681037000)","1,770","1,770","41","62","87","78","115","282","413","323","304","64","1"
"전라남도 강진군 병영면(4681038000)","1,522","1,522","31","67","84","59","121","256","345","264","247","47","1"
"전라남도 강진군 옴천면(4681039000)","602","602","15","40","33","20","46","90","109","119","107","23","0"
"전라남도 강진군 마량면(4681040000)","1,681","1,681","44","85","99","93","159","292","405","274","196","34","0"
"전라남도 해남군 (4682000000)","64,575","64,575","2,940","4,712","4,767","4,088","6,934","10,909","13,133","9,431","6,663","970","28"
"전라남도 해남군 해남읍(4682025000)","23,950","23,950","1,828","2,746","2,563","2,168","3,486","4,218","3,562","2,058","1,132","187","2"
"전라남도 해남군 삼산면(4682031000)","2,787","2,787","66","116","179","149","216","494","669","509","335","50","4"
"전라남도 해남군 화산면(4682032000)","2,955","2,955","82","105","147","154","242","462","714","569","432","46","2"
"전라남도 해남군 현산면(4682033000)","2,660","2,660","58","107","132","102","170","448","670","492","414","62","5"
"전라남도 해남군 송지면(4682034000)","5,701","5,701","212","308","356","332","556","940","1,338","901","662","93","3"
"전라남도 해남군 북평면(4682035000)","2,595","2,595","47","133","168","94","207","407","590","513","389","47","0"
"전라남도 해남군 북일면(4682036000)","1,953","1,953","52","87","92","62","148","323","430","393","315","50","1"
"전라남도 해남군 옥천면(4682037000)","2,831","2,831","66","146","153","101","245","526","596","493","437","65","3"
"전라남도 해남군 계곡면(4682038000)","2,040","2,040","58","80","64","77","177","279","470","378","401","54","2"
"전라남도 해남군 마산면(4682039000)","2,262","2,262","43","125","107","98","198","382","482","424","342","58","3"
"전라남도 해남군 황산면(4682040000)","4,360","4,360","104","215","205","212","344","675","1,163","811","552","79","0"
"전라남도 해남군 산이면(4682041000)","3,486","3,486","121","181","192","188","334","564","789","618","430","69","0"
"전라남도 해남군 문내면(4682042000)","3,746","3,746","127","200","204","199","304","611","890","687","454","69","1"
"전라남도 해남군 화원면(4682043000)","3,249","3,249","76","163","205","152","307","580","770","585","368","41","2"
"전라남도 영암군 (4683000000)","52,350","52,350","2,597","4,090","4,726","3,976","6,978","9,506","9,425","6,029","4,323","680","20"
"전라남도 영암군 영암읍(4683025000)","7,815","7,815","448","717","754","571","982","1,333","1,392","929","571","113","5"
"전라남도 영암군 삼호읍(4683025300)","15,493","15,493","1,242","1,846","1,701","1,590","2,917","2,878","1,937","914","412","54","2"
"전라남도 영암군 삼호읍서부출장소(4683025400)","6,483","6,483","379","607","910","731","1,220","1,518","717","241","134","25","1"
"전라남도 영암군 덕진면(4683031000)","1,729","1,729","49","84","85","87","147","287","378","293","267","51","1"
"전라남도 영암군 금정면(4683032000)","2,017","2,017","26","49","117","79","161","378","483","373","293","56","2"
"전라남도 영암군 신북면(4683033000)","3,498","3,498","78","140","209","177","303","599","868","611","442","70","1"
"전라남도 영암군 시종면(4683034000)","3,290","3,290","96","103","173","153","295","519","823","599","462","63","4"
"전라남도 영암군 도포면(4683035000)","2,128","2,128","45","83","147","103","161","368","516","360","309","35","1"
"전라남도 영암군 군서면(4683036000)","3,078","3,078","67","138","199","157","242","511","715","534","442","72","1"
"전라남도 영암군 서호면(4683037000)","1,823","1,823","52","64","104","77","142","260","426","337","313","47","1"
"전라남도 영암군 학산면(4683038000)","2,861","2,861","79","166","221","143","227","503","639","467","356","60","0"
"전라남도 영암군 미암면(4683039000)","2,135","2,135","36","93","106","108","181","352","531","371","322","34","1"
"전라남도 무안군 (4684000000)","90,296","90,296","7,105","10,066","9,201","10,118","14,446","13,625","12,362","7,893","4,769","690","21"
"전라남도 무안군 무안읍(4684025000)","10,860","10,860","656","1,081","1,275","903","1,437","1,944","1,757","1,142","588","76","1"
"전라남도 무안군 일로읍(4684025300)","16,230","16,230","2,278","2,036","964","2,237","3,140","1,897","1,716","1,145","698","115","4"
"전라남도 무안군 삼향읍(4684025600)","5,237","5,237","129","268","427","313","474","986","1,297","800","465","73","5"
"전라남도 무안군 삼향읍남악출장소(4684025800)","35,032","35,032","3,619","5,683","4,586","5,503","7,504","4,829","2,121","817","319","51","0"
"전라남도 무안군 몽탄면(4684032000)","2,900","2,900","33","94","199","118","209","508","694","519","455","71","0"
"전라남도 무안군 청계면(4684033000)","6,389","6,389","132","355","947","414","596","1,048","1,364","884","555","89","5"
"전라남도 무안군 현경면(4684034000)","4,406","4,406","76","151","263","205","323","800","1,095","858","564","71","0"
"전라남도 무안군 망운면(4684035000)","1,853","1,853","47","70","98","103","159","321","477","351","193","31","3"
"전라남도 무안군 해제면(4684036000)","4,621","4,621","95","178","260","189","372","792","1,121","904","632","75","3"
