"행정구역","2023년12월_계_총인구수","2023년12월_계_연령구간인구수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상"
"전라남도 무안군 운남면(4684037000)","2,768","2,768","40","150","182","133","232","500","720","473","300","38","0"
"전라남도 함평군 (4686000000)","30,601","30,601","984","1,853","2,096","1,786","2,954","5,229","6,532","4,703","3,835","610","19"
"전라남도 함평군 함평읍(4686025000)","8,306","8,306","424","750","733","633","1,043","1,426","1,418","997","776","104","2"
"전라남도 함평군 손불면(4686031000)","3,188","3,188","86","146","158","137","287","524","696","616","465","71","2"
"전라남도 함평군 신광면(4686032000)","1,720","1,720","43","57","98","87","135","262","441","295","252","48","2"
"전라남도 함평군 학교면(4686033000)","3,532","3,532","78","177","207","169","302","586","807","581","523","97","5"
"전라남도 함평군 엄다면(4686034000)","1,868","1,868","49","74","125","82","152","350","411","291","285","48","1"
"전라남도 함평군 대동면(4686035000)","2,982","2,982","62","210","217","171","215","520","638","485","402","60","2"
"전라남도 함평군 나산면(4686036000)","2,726","2,726","60","122","149","149","231","436","697","452","357","71","2"
"전라남도 함평군 해보면(4686037000)","2,711","2,711","64","135","176","161","247","490","661","391","333","52","1"
"전라남도 함평군 월야면(4686038000)","3,568","3,568","118","182","233","197","342","635","763","595","442","59","2"
"전라남도 영광군 (4687000000)","51,750","51,750","3,402","3,912","4,452","4,505","6,064","8,338","9,147","6,692","4,636","574","28"
"전라남도 영광군 영광읍(4687025000)","22,122","22,122","1,930","2,373","2,281","2,260","3,234","3,642","3,171","1,989","1,105","131","6"
"전라남도 영광군 백수읍(4687025300)","4,459","4,459","160","213","297","254","362","717","935","792","640","84","5"
"전라남도 영광군 홍농읍(4687025600)","6,699","6,699","571","507","754","834","829","1,130","967","644","418","42","3"
"전라남도 영광군 대마면(4687031000)","1,609","1,609","68","57","116","143","126","237","352","263","216","28","3"
"전라남도 영광군 묘량면(4687032000)","1,702","1,702","90","70","73","122","131","265","354","286","275","35","1"
"전라남도 영광군 불갑면(4687033000)","1,392","1,392","69","70","89","98","115","217","318","237","155","23","1"
"전라남도 영광군 군서면(4687034000)","2,215","2,215","79","127","144","128","208","378","431","370","313","36","1"
"전라남도 영광군 군남면(4687035000)","2,262","2,262","64","74","96","105","170","296","489","437","463","66","2"
"전라남도 영광군 염산면(4687036000)","3,840","3,840","122","144","201","184","332","571","937","809","473","64","3"
"전라남도 영광군 법성면(4687037000)","4,843","4,843","224","259","371","343","457","782","1,019","776","548","61","3"
"전라남도 영광군 낙월면(4687038000)","409","409","17","12","23","25","70","76","108","53","21","4","0"
"전라남도 영광군 낙월면안마출장소(4687038500)","198","198","8","6","7","9","30","27","66","36","9","0","0"
"전라남도 장성군 (4688000000)","42,543","42,543","1,980","3,002","3,611","3,145","4,808","7,387","8,222","5,622","4,171","574","21"
"전라남도 장성군 장성읍(4688025000)","13,502","13,502","815","1,249","1,220","1,001","1,876","2,260","2,239","1,656","1,046","138","2"
"전라남도 장성군 진원면(4688031000)","3,634","3,634","201","305","284","220","426","654","702","447","340","52","3"
"전라남도 장성군 남면(4688032000)","3,627","3,627","109","175","310","302","385","661","803","478","355","48","1"
"전라남도 장성군 동화면(4688033000)","1,801","1,801","47","61","115","128","143","331","438","270","237","30","1"
"전라남도 장성군 삼서면(4688034000)","3,041","3,041","113","164","205","169","293","555","670","447","385","37","3"
"전라남도 장성군 삼계면(4688035000)","5,451","5,451","403","494","714","659","699","833","749","468","392","38","2"
"전라남도 장성군 황룡면(4688036000)","3,896","3,896","119","216","338","236","401","808","837","535","345","59","2"
"전라남도 장성군 서삼면(4688037000)","1,477","1,477","45","75","113","91","130","260","334","244","161","23","1"
"전라남도 장성군 북일면(4688038000)","1,348","1,348","32","48","87","77","88","187","333","253","213","28","2"
"전라남도 장성군 북이면(4688039000)","2,695","2,695","56","133","132","148","201","451","586","466","445","73","4"
"전라남도 장성군 북하면(4688040000)","2,071","2,071","40","82","93","114","166","387","531","358","252","48","0"
"전라남도 완도군 (4689000000)","46,641","46,641","2,417","3,352","3,128","3,087","5,542","7,460","9,181","6,870","4,868","718","18"
"전라남도 완도군 완도읍(4689025000)","17,281","17,281","1,206","1,623","1,551","1,502","2,430","2,941","3,066","1,878","950","129","5"
"전라남도 완도군 금일읍(4689025300)","3,481","3,481","167","186","168","231","393","518","731","585","442","58","2"
"전라남도 완도군 노화읍(4689025600)","4,078","4,078","228","388","259","254","551","603","706","545","458","86","0"
"전라남도 완도군 노화읍넙도출장소(4689029000)","715","715","30","38","32","46","108","98","162","148","49","4","0"
"전라남도 완도군 군외면(4689031000)","3,014","3,014","58","103","157","129","271","480","745","579","430","58","4"
"전라남도 완도군 신지면(4689032000)","3,187","3,187","93","174","174","164","313","535","693","554","421","66","0"
"전라남도 완도군 고금면(4689033000)","3,981","3,981","144","240","212","189","354","617","739","753","646","85","2"
"전라남도 완도군 약산면(4689034000)","2,176","2,176","76","82","112","93","181","336","514","422","315","43","2"
"전라남도 완도군 청산면(4689035000)","2,009","2,009","46","78","113","104","184","310","476","333","306","57","2"
"전라남도 완도군 청산면모도출장소(4689035500)","221","221","6","5","14","2","20","42","44","39","41","8","0"
"전라남도 완도군 소안면(4689036000)","2,313","2,313","115","130","105","131","247","337","459","418","317","54","0"
"전라남도 완도군 금당면(4689037000)","900","900","37","42","51","40","85","147","179","159","136","23","1"
"전라남도 완도군 보길면(4689038000)","2,533","2,533","182","235","135","168","319","380","502","320","256","36","0"
"전라남도 완도군 생일면(4689039000)","752","752","29","28","45","34","86","116","165","137","101","11","0"
"전라남도 진도군 (4690000000)","28,979","28,979","1,295","1,993","2,184","1,893","3,127","4,799","5,716","4,272","3,229","457","14"
"전라남도 진도군 진도읍(4690025000)","10,479","10,479","730","1,043","1,134","1,011","1,455","1,692","1,656","1,053","613","89","3"
"전라남도 진도군 군내면(4690031000)","2,835","2,835","80","155","166","143","268","466","624","490","393","49","1"
"전라남도 진도군 고군면(4690032000)","3,401","3,401","137","235","219","191","357","534","756","516","386","64","6"
"전라남도 진도군 의신면(4690033000)","3,304","3,304","88","134","184","157","299","562","786","581","446","65","2"
"전라남도 진도군 임회면(4690034000)","3,227","3,227","92","145","187","147","260","556","721","592","445","82","0"
"전라남도 진도군 지산면(4690035000)","2,951","2,951","77","123","148","116","212","475","629","594","515","61","1"
"전라남도 진도군 조도면(4690036000)","2,160","2,160","63","116","114","104","214","388","433","347","351","29","1"
"전라남도 진도군 조도면가사출장소(4690036500)","240","240","8","4","15","7","24","44","46","40","42","10","0"
"전라남도 진도군 조도면거차출장소(4690036600)","382","382","20","38","17","17","38","82","65","59","38","8","0"
"전라남도 신안군 (4691000000)","38,037","38,037","1,304","1,935","2,386","2,287","3,941","6,745","8,517","5,990","4,312","602","18"
"전라남도 신안군 지도읍(4691025000)","4,354","4,354","150","209","278","274","435","723","1,008","685","512","78","2"
"전라남도 신안군 지도읍선도출장소(4691025100)","229","229","6","8","9","13","11","40","65","31","41","5","0"
"전라남도 신안군 압해읍(4691025300)","5,509","5,509","164","277","384","349","575","1,008","1,372","795","508","76","1"
"전라남도 신안군 압해읍매화출장소(4691025400)","247","247","11","6","5","11","22","35","69","52","32","4","0"
"전라남도 신안군 압해읍고이도출장소(4691025500)","210","210","13","6","5","16","21","28","39","49","28","5","0"
"전라남도 신안군 증도면(4691031000)","1,442","1,442","40","51","74","73","147","295","308","226","204","23","1"
"전라남도 신안군 증도면병풍출장소(4691031500)","306","306","7","13","19","15","28","63","66","58","33","4","0"
"전라남도 신안군 임자면(4691032000)","3,236","3,236","143","217","249","179","393","594","641","489","300","29","2"
"전라남도 신안군 자은면(4691033000)","2,240","2,240","66","95","115","120","188","405","555","378","296","22","0"
"전라남도 신안군 비금면(4691034000)","3,527","3,527","105","193","202","187","382","655","802","541","401","57","2"
"전라남도 신안군 도초면(4691035000)","2,408","2,408","102","183","158","144","242","391","465","360","316","47","0"
"전라남도 신안군 도초면우이도출장소(4691035500)","222","222","7","7","7","14","22","54","57","35","12","7","0"
"전라남도 신안군 흑산면(4691036000)","2,113","2,113","57","100","165","154","247","419","408","315","213","29","6"
"전라남도 신안군 흑산면가거도출장소(4691036500)","386","386","7","16","33","33","60","100","77","34","25","1","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","196","196","9","18","11","12","25","37","38","28","16","2","0"
"전라남도 신안군 흑산면홍도출장소(4691036700)","439","439","20","18","38","43","57","107","82","39","32","3","0"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","279","279","7","13","22","11","37","52","66","46","20","4","1"
"전라남도 신안군 하의면(4691037000)","1,632","1,632","40","94","81","81","175","285","354","296","200","26","0"
"전라남도 신안군 신의면(4691038000)","1,474","1,474","42","112","105","105","185","276","299","206","131","12","1"
"전라남도 신안군 장산면(4691039000)","1,486","1,486","59","65","68","82","165","210","334","268","203","32","0"
"전라남도 신안군 안좌면(4691040000)","2,947","2,947","123","125","203","204","291","455","637","485","354","69","1"
"전라남도 신안군 안좌면자라출장소(4691040500)","323","323","19","10","23","37","24","56","71","50","28","5","0"
"전라남도 신안군 팔금면(4691041000)","909","909","22","26","35","42","63","122","229","195","150","25","0"
"전라남도 신안군 암태면(4691042000)","1,923","1,923","85","73","97","88","146","335","475","329","257","37","1"
"경상북도  (4700000000)","2,554,324","2,554,324","151,926","217,311","248,255","259,154","357,366","444,707","449,427","252,946","150,000","22,667","565"
"경상북도 포항시 (4711000000)","493,033","493,033","32,160","45,811","50,035","53,799","73,901","86,723","86,270","43,074","18,642","2,555","63"
"경상북도 포항시 남구 (4711100000)","226,278","226,278","13,990","20,787","23,786","24,339","34,280","39,930","39,512","20,208","8,368","1,054","24"
"경상북도 포항시 남구 구룡포읍(4711125000)","6,827","6,827","85","197","300","329","583","1,163","1,949","1,281","847","91","2"
"경상북도 포항시 남구 연일읍(4711125300)","29,134","29,134","1,678","3,405","3,105","2,523","4,565","5,906","4,919","2,114","814","103","2"
"경상북도 포항시 남구 오천읍(4711125600)","57,679","57,679","4,727","6,192","6,723","7,741","10,622","9,485","7,534","3,089","1,379","185","2"
"경상북도 포항시 남구 대송면(4711131000)","3,220","3,220","51","104","177","234","261","548","972","574","260","39","0"
"경상북도 포항시 남구 동해면(4711132000)","9,503","9,503","397","709","852","880","1,107","1,703","1,995","1,185","596","76","3"
"경상북도 포항시 남구 장기면(4711133000)","3,861","3,861","53","121","123","164","278","605","969","815","616","112","5"
"경상북도 포항시 남구 호미곶면(4711135000)","1,718","1,718","20","53","68","64","129","274","463","365","237","43","2"
"경상북도 포항시 남구 상대동(4711152500)","23,954","23,954","891","1,360","2,829","2,682","3,169","4,085","5,031","2,953","866","85","3"
"경상북도 포항시 남구 해도동(4711154500)","16,537","16,537","454","728","1,367","1,486","2,024","2,920","4,085","2,498","890","83","2"
"경상북도 포항시 남구 송도동(4711155000)","11,608","11,608","298","582","848","821","1,234","1,953","3,056","1,946","789","79","2"
"경상북도 포항시 남구 청림동(4711156000)","4,822","4,822","201","222","695","608","482","721","964","652","253","24","0"
"경상북도 포항시 남구 제철동(4711157000)","2,593","2,593","100","178","464","310","310","437","471","233","80","10","0"
